Date,Production (tonnes),Electricity (kWh),Natural Gas (m³),Water (m³),CO2 Emissions (kg),NOx Emissions (kg),SOx Emissions (kg),Waste Generated (kg),Waste Recycled (kg),Employees on Site,Safety Incidents
2020-09-13,1084,834680,111652,2041.4981497126064,1103512,793.8158017828578,540.331081821507,59620,78048,198,0
2020-09-14,841,635796,130355,1565.2791726882779,756900,735.9423463426903,473.76649036696483,54665,52983,188,0
2020-09-15,1184,825248,133792,2250.4342350440443,1060864,1103.5955993205976,556.1165673768422,168128,72224,150,0
2020-09-16,880,783200,155760,1966.6734853589915,889680,683.6743851607723,320.5132414984085,79200,76560,188,0
2020-09-17,966,718704,167118,1801.594764679843,987252,1401.2851363502066,707.2993729735101,139104,46368,153,0
2020-09-18,1128,720792,165816,1924.28442610359,964440,1065.388042966121,595.6396459866501,110544,103776,173,0
2020-09-19,1015,819105,125860,2321.652609824358,1048495,552.5316458518032,595.3111717951793,151235,75110,198,0
2020-09-20,1106,759822,111706,2079.6682927877637,1130332,1302.4428809140763,780.4532371910094,128296,95116,161,0
2020-09-21,936,601848,103896,2342.1996041132325,867672,936.0650707366926,332.0901652097607,136656,38376,191,0
2020-09-22,1014,687492,116610,2935.768759698796,993720,782.5633661603805,357.6747698596853,105456,76050,174,0
2020-09-23,1075,701975,108575,3020.011186742317,1054575,965.182640297226,492.4176909337857,54825,50525,187,0
2020-09-24,918,820692,118422,2349.7075898280877,843642,886.8409642532158,597.8891980517274,96390,72522,192,0
2020-09-25,873,547371,111744,2239.9520634498035,898317,1218.9641770399521,524.534551083709,113490,53253,186,0
2020-09-26,850,656200,124100,2164.9238550528967,826200,942.185180889324,578.7409598854442,51000,31450,180,0
2020-09-27,1036,721056,153328,2024.229598625456,886816,1454.9147281198282,784.1262967909765,108780,82880,164,0
2020-09-28,1026,647406,146718,1568.6094879890354,906984,946.6354436951854,684.8299995415267,146718,54378,159,0
2020-09-29,1012,896632,190256,1706.3841861891754,880440,1145.0391175311343,598.352240138826,59708,52624,162,0
2020-09-30,822,555672,125766,1979.8633485476514,813780,494.189986188504,421.9218154094068,45210,38634,174,0
2020-10-01,1143,718947,115443,3374.0739473066806,1156716,743.3461845691469,652.1311789050268,156591,114300,183,0
2020-10-02,871,724672,90584,2307.924991145047,791739,535.8055973782525,606.1486376750643,49647,46163,181,0
2020-10-03,1090,865460,155870,2214.0467439519275,991900,636.7086194081165,864.0528255705664,71940,98100,180,0
2020-10-04,880,576400,110000,2564.1101860941844,909040,1064.8459935198944,516.2593159762504,109120,71280,162,0
2020-10-05,929,771999,110551,1658.6654830362818,883479,519.578330064076,394.72269488047726,97545,64101,189,0
2020-10-06,1133,694529,185812,2417.574102647297,1032163,813.9200005521421,619.691358213035,109901,80443,150,0
2020-10-07,894,636528,103704,1384.2759641455234,935124,456.1171236794639,284.08979169911373,69732,35760,195,0
2020-10-08,1011,906867,144573,2718.5108791906086,870471,591.9494377576899,513.4899918756379,125364,49539,177,0
2020-10-09,1079,803855,121927,2331.3208875024484,1020734,1609.306307420621,663.7857567558802,129480,74451,163,0
2020-10-10,1108,695824,179496,1884.5347200950255,949556,915.4252362375156,759.7773539565908,140716,58724,164,0
2020-10-11,873,537768,158886,1734.2631370515232,804033,945.4601646159896,458.5942092791054,56745,61110,177,0
2020-10-12,819,591318,161343,1522.0016568678911,750204,968.1054222394447,445.4580092631513,120393,27846,195,0
2020-10-13,1161,747684,204336,3009.6758106196353,1056510,1199.34796934372,476.9059814439069,171828,109134,167,0
2020-10-14,962,663780,137566,2587.90401462649,849446,1121.5394543677146,316.3395305891477,126022,66378,197,0
2020-10-15,1183,770133,220038,3096.765806962081,1071798,1493.9561507942085,588.8499499960327,128947,56784,167,0
2020-10-16,921,827058,123414,2129.510190648774,903501,981.5767504128495,553.8271379313089,86574,62628,152,0
2020-10-17,806,610948,140244,1691.3340681504985,781014,810.2566045984837,352.2670109866382,95914,78182,153,0
2020-10-18,946,747340,162712,1605.2922086294611,891132,1271.2046641665684,289.0415693452037,53922,52030,152,0
2020-10-19,817,668306,152779,1571.611051647379,799843,752.9376794393504,281.0991449316953,80066,27778,196,0
2020-10-20,1056,828960,209088,3109.2046701523286,1005312,1075.2862692989943,541.5151540395862,104544,95040,156,0
2020-10-21,1017,827838,110853,2974.673813872759,927504,1047.9465158033802,518.6990544262874,141363,50850,157,0
2020-10-22,870,778650,152250,1760.399243448671,830850,1123.27768251392,646.0789425782419,43500,77430,191,0
2020-10-23,860,608020,158240,1889.3830349203392,817860,1009.3522369610062,408.25800939081796,69660,49880,165,0
2020-10-24,1027,731224,109889,2489.367311162243,921219,918.6451304625426,667.6904995050747,117078,83187,169,0
2020-10-25,1093,759635,122416,1988.0056070616845,953096,1256.6672966832853,704.2639807810507,142090,86347,200,0
2020-10-26,1095,811395,133590,2152.840016351615,1018350,728.1703066953395,529.1371840053755,97455,42705,197,0
2020-10-27,825,591525,144375,1585.2572585658434,805200,449.2118052362943,501.09984572019744,87450,28050,200,0
2020-10-28,843,550479,123921,2217.038846480577,736782,716.7312198179994,381.09462139260773,56481,39621,184,0
2020-10-29,832,596544,151424,2025.992045537181,757120,521.3465519104811,663.5158656655319,75712,76544,193,0
2020-10-30,955,711475,146115,2280.1904658575363,862365,1219.9244767628984,395.3906872056965,78310,56345,194,0
2020-10-31,1146,928260,203988,2765.6097475703814,1084116,875.9604203094403,372.1439701094492,127206,79074,192,0
2020-11-01,996,787836,120516,1707.6705674814632,1016916,699.3066457227535,514.740788201033,80676,82668,186,0
2020-11-02,1101,889608,181665,1903.7448856374635,1075677,1579.7686393228637,432.3720684911522,66060,97989,193,0
2020-11-03,1035,832140,148005,2564.7975064647176,890100,1431.050556855044,743.0358145897033,114885,32085,157,0
2020-11-04,1145,859895,160300,1899.8938909024685,1098055,1061.3346692010023,724.0039434284043,100760,87020,200,0
2020-11-05,1039,705481,146499,1654.843891307663,945490,1539.2308562053615,650.6472846521941,125719,31170,193,0
2020-11-06,1157,696514,135369,1844.365092228223,1205594,1545.3962576814479,446.66252896719993,92560,112229,196,0
2020-11-07,1088,971584,130560,2842.390991625922,1035776,1034.641499324914,721.0626930700545,90304,43520,182,0
2020-11-08,810,596160,104490,1986.7349231867574,698220,652.3056571244679,281.1833249035938,81000,74520,155,0
2020-11-09,1074,760392,190098,2879.6274121389047,1063260,1149.6574851626317,600.6974673060806,118140,99882,159,0
2020-11-10,1168,718320,129648,2372.0423492867776,1131792,1502.908431195787,874.7544361879186,130816,37376,192,0
2020-11-11,970,852630,109610,2144.319551441687,899190,725.4576774038122,545.5548424541,108640,62080,200,0
2020-11-12,1057,773724,128954,1996.2508833929337,1058057,1442.9386180076344,331.97045655852907,71876,73990,189,0
2020-11-13,1187,1064739,189920,2854.4214260926556,1078983,1315.7513366564685,873.8717440572275,162619,100895,178,0
2020-11-14,1146,710520,198258,3335.6146312032292,1057758,1230.6990502491526,422.64741087803185,97410,111162,166,0
2020-11-15,939,567156,115497,2363.658503691287,929610,1021.6581313155586,507.59430566539027,111741,53523,194,0
2020-11-16,816,565488,113424,1898.6381903996273,700944,841.4100979353296,305.30740298217586,42432,35088,200,0
2020-11-17,836,551760,161348,1661.8515261772484,747384,1032.338754741785,565.8104435795234,45980,63536,187,0
2020-11-18,874,680846,131974,1395.4137584100163,780482,770.2608535732236,346.16298190751087,113620,72542,154,0
2020-11-19,1197,909720,177156,3398.474290760709,1165878,865.9400362209785,574.1323374453768,124488,116109,183,0
2020-11-20,948,817176,165900,2203.7588708197386,948000,896.9587313822759,586.4179049459345,55932,54984,173,0
2020-11-21,992,764832,186496,2481.0684422439363,929504,1246.9426719995981,557.2083733565402,58528,62496,191,0
2020-11-22,1116,941904,140616,3146.8661086507955,1098144,1581.610042050341,857.0019542222175,159588,51336,154,0
2020-11-23,869,532697,105149,1913.017534151171,821205,534.7865954913465,625.681085893603,75603,57354,169,0
2020-11-24,1188,880308,163944,3277.9941850786163,1203444,1169.9575059127221,769.1142771354527,119988,110484,192,0
2020-11-25,1045,735680,126445,1798.47817408194,901835,1294.2106363688342,627.2112509194803,121220,66880,174,0
2020-11-26,1007,742159,185288,1568.181051119367,969741,1126.7948403844812,761.5821016397911,76532,85595,152,0
2020-11-27,803,659263,156585,1630.4328511742422,834317,554.2870475087187,338.3799378601451,85118,49786,200,0
2020-11-28,1140,970140,202920,1908.797614620363,1197000,643.6407061182392,880.6688201485026,83220,91200,169,0
2020-11-29,1039,761587,194293,1975.184012998042,1060819,916.9676985009255,742.7722151633322,117407,102861,159,0
2020-11-30,892,669000,173940,2331.450437760719,911624,1162.0056039655262,470.7803227101625,119528,41924,172,0
2020-12-01,801,515844,104931,1657.132790328439,680850,572.9535741802463,291.4591039536582,92916,58473,160,0
2020-12-02,1022,655102,148190,1896.5870413029254,1020978,867.7373996957066,388.6924711989894,102200,91980,154,0
2020-12-03,996,840624,121512,1923.0101457615694,909348,1195.3318505803302,729.8817257715823,133464,32868,188,0
2020-12-04,1134,979776,141750,2206.5626684287454,1160082,1313.7684682567963,840.7666405302316,99792,39690,175,0
2020-12-05,1194,1001766,161190,2836.5094690668834,1229820,1105.1854958846097,841.2251361574154,85968,51342,199,0
2020-12-06,856,531576,95016,2539.51912874951,875688,616.9933620990018,597.8855360944739,106144,41088,174,0
2020-12-07,1022,787962,189070,2924.1857801355745,879942,862.8919704712014,375.2422409636307,84826,99134,167,0
2020-12-08,893,629565,140201,2625.060746719221,885856,1335.4912659474055,527.632596797857,97337,57152,181,0
2020-12-09,892,623508,106148,1808.0763310179245,829560,1129.641509978963,514.4764522220629,124880,89200,183,0
2020-12-10,1181,749935,193684,3371.619460427002,1178638,616.8298135645678,657.3821136386674,107471,69679,173,0
2020-12-11,813,649587,98373,1333.4382599890785,783732,911.5710940924661,396.3322128996273,93495,57723,181,0
2020-12-12,986,666536,130152,1830.596328556666,950504,990.921769830847,309.2525603756545,106488,98600,200,0
2020-12-13,884,676260,165308,2471.0057166309334,922896,835.4526596845265,290.660328615462,112268,57460,179,0
2020-12-14,860,565020,116960,1521.2147944760857,802380,904.7461999828237,655.7157256560982,79980,59340,184,0
2020-12-15,1133,753445,216403,2865.0265988883793,1159059,1160.6442327273521,786.5147643433409,113300,70246,152,0
2020-12-16,1127,695359,117208,2906.468453152505,1062761,1138.5215518413142,621.3215891009493,77763,104811,151,0
2020-12-17,906,651414,111438,2012.8454673528881,892410,1049.0787863500984,470.22330785798914,88788,36240,168,0
2020-12-18,945,833490,96390,2518.659229731406,824985,1369.552004923876,445.9442705457489,112455,43470,193,0
2020-12-19,1115,825100,177285,2289.691750056802,1029145,1134.8800159759305,336.40162390532316,104810,93660,196,0
2020-12-20,1106,951160,170324,3135.4445562447004,960008,1241.719823178226,671.8307579182133,159264,95116,174,0
2020-12-21,914,756792,159036,2459.266156895552,903032,1105.5852004165754,519.2546188242774,47528,54840,168,0
2020-12-22,1135,879625,175925,3199.4028844062454,1035120,1012.6383143017151,816.9931957077914,79450,60155,196,0
2020-12-23,1085,837620,130200,2969.224809437975,927675,594.9050171350817,544.3396747005062,67270,92225,181,0
2020-12-24,940,712520,165440,1927.1775919022894,835660,778.9112725170171,369.3404166526202,141000,38540,158,0
2020-12-25,941,709514,185377,2129.0820976536834,956056,1069.1931949197972,508.20618212866486,104451,75280,196,0
2020-12-26,1071,782901,174573,3098.7554313169876,1103130,1088.6542496334573,665.6392091091773,127449,50337,188,0
2020-12-27,803,668899,107602,2359.0146232661555,728321,617.8857927777982,282.6513500931163,45771,58619,176,1
2020-12-28,1090,718310,176580,1659.7816445918722,970100,1504.6867110754886,437.716472895738,94830,35970,182,0
2020-12-29,987,746172,106596,2910.915764815776,941598,574.9543561048358,468.4396917698976,68103,79947,161,0
2020-12-30,885,593835,97350,2167.155224880961,771720,1159.4158377747194,700.0456118407233,124785,84960,165,0
2020-12-31,1010,763560,124230,1870.1835709495617,949400,738.6447537367568,538.0805153914529,120190,94940,166,0
2021-01-01,1112,720576,135664,2066.3469558411953,969664,1494.7557207766,487.9697921203788,78952,88960,198,0
2021-01-02,881,586746,151532,2259.9723329684552,801710,1087.2639438929275,561.9603635241597,82814,38764,165,0
2021-01-03,828,647496,143244,2443.1934162188886,866088,536.1709463116827,434.9663381913761,65412,82800,150,0
2021-01-04,1135,766125,214515,2307.929482317645,1089600,1634.1102118590172,762.32417120799,79450,110095,159,0
2021-01-05,977,646774,169998,1853.4295204169953,946713,521.3862274589559,386.1073673879907,78160,56666,151,0
2021-01-06,1126,701498,213940,2169.0700065686356,979620,1192.6198048982512,735.4610430271417,79946,65308,170,0
2021-01-07,890,605200,97010,2588.5859330481585,794770,940.4434872530431,485.80390796962394,56070,43610,166,0
2021-01-08,845,596570,164775,1998.5357017860088,844155,1211.799412656828,629.1791665331806,77740,54080,157,0
2021-01-09,947,571988,175195,1602.9736578880868,860823,1086.083412586853,436.49365566833774,93753,90912,164,0
2021-01-10,1065,685860,116085,2064.324966108921,958500,799.4303474052415,432.33286528154474,80940,52185,192,0
2021-01-11,896,734720,150528,2329.284374085952,850304,1129.2153086704323,389.9141557702085,82432,34048,155,0
2021-01-12,1147,806341,201872,3270.0293155606196,1089650,1276.081468431638,616.2643377257724,90613,57350,194,0
2021-01-13,801,544680,90513,1566.5424700662913,800199,614.1179583891352,406.10630304006526,66483,28836,172,0
2021-01-14,947,592822,109852,2777.9959759395547,901544,1004.1729357830134,740.4627089557968,89965,91859,177,0
2021-01-15,1143,929259,129159,2952.4080922993694,1163574,1389.3783761851557,395.78253871918764,145161,97155,152,0
2021-01-16,1016,879856,101600,2679.638246930079,883920,1267.1440440842525,756.3463276648364,140208,42672,171,0
2021-01-17,863,686948,151888,2084.110660933983,865589,717.4860909070931,675.80251324493,118231,62136,169,0
2021-01-18,901,616284,142358,1697.564727228506,846039,451.98917226186893,471.026326255944,117130,59466,199,0
2021-01-19,850,657050,143650,1731.3152918316669,759900,1224.3183302573905,620.7380573484289,50150,56950,153,0
2021-01-20,1165,716475,149120,3248.1609854042326,1184805,904.7853353282303,585.9975588010659,159605,53590,152,0
2021-01-21,1128,955416,178224,2671.4144258083807,1159584,1073.9836604649079,740.2026330063375,110544,60912,192,0
2021-01-22,876,541368,154176,2446.8044852012276,762120,629.1301093240999,657.0588745042556,129648,66576,172,1
2021-01-23,1151,767717,192217,3205.318128746346,1039353,1452.6521113262738,428.26855372325514,166895,107043,154,0
2021-01-24,1074,859200,120288,1930.8132358181645,1019226,550.4491426034352,338.19722778414683,67662,107400,164,0
2021-01-25,956,638608,108028,2456.088878999921,991372,529.9979756973015,627.5427747842275,48756,61184,164,0
2021-01-26,887,644849,154338,2263.0696992765115,869260,1164.117987092647,401.949702929202,92248,77169,185,0
2021-01-27,1018,645412,156772,2923.437602326532,867336,933.0529090942781,737.6261783557327,60062,69224,161,0
2021-01-28,1189,731235,230666,2592.560084150295,1200890,1527.1739997699822,633.626995328074,85608,102254,163,0
2021-01-29,993,674247,112209,1844.006327770528,924483,728.5653110129809,361.50656695225973,68517,87384,159,0
2021-01-30,1068,736920,133500,3137.946125500028,1042368,809.7143782571279,591.8260098429831,120684,99324,152,0
2021-01-31,917,762027,118293,1420.3976418896464,838138,865.899691693771,318.5533020437869,55020,53186,159,0
2021-02-01,1034,861322,173712,2122.076667026224,1034000,1222.9400444694463,321.997215815762,56870,32054,196,0
2021-02-02,864,519264,160704,2030.0101722657557,821664,1267.7835741944339,571.9828203154792,83808,36288,170,0
2021-02-03,967,636286,163423,1968.1715407306651,940891,1286.676376360018,769.682679354439,85096,69624,187,0
2021-02-04,1046,802282,123428,2193.4950208134333,1080518,1393.190301824854,747.7658660109529,134934,48116,194,0
2021-02-05,1020,632400,182580,3042.154343548466,1063860,855.4206357912964,442.32555381323425,119340,75480,186,0
2021-02-06,843,665970,123078,1847.410432505682,810123,593.6352635046098,283.7393960581487,42993,26133,166,0
2021-02-07,1045,940500,187055,1888.9007127328396,1050225,548.6784385750819,804.7399513334888,96140,86735,193,0
2021-02-08,1090,978820,156960,2362.776657504693,977730,1148.6593993182337,802.6936253897397,59950,47960,156,0
2021-02-09,1099,776993,164850,2287.2381898123513,1013278,1026.8486810678603,675.1010517236655,120890,75831,183,0
